,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
438,1118,"'Past a point of no return': Reducing greenhouse gas emissions to zero still won't stop global warming, study says",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,a,b
439,731,Carbon pricing rises as world's weapon of choice in climate fight,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
440,1017,7 Things You Can Do To Reduce Your Environmental Impact And Save Nature,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,a,b
441,1398,Americans Urged to Keep Guard Up as New Virus Strain Spreads,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,b,b
442,533,Climate change: Covid pandemic has little impact on rise in CO2,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,a,a,a,b
443,1282,"Daily U.S. virus infections hit all-time high: ""Extremely dire""",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,a,b,b
444,1283,Mecklenburg wants to break ties with a healthcare agency. Here's what happens next.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,b,a,b
445,1070,Joe Biden Doesn't Need the Senate to Boost the Economy and Tackle Climate Change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,b,b,a,a,b
446,583,Ireland ranked among worst performers in 2020 climate rankings,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,b,a,b,b
447,1061,Navalny and climate on agenda in first Russia visit by UK minister since 2017,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
448,840,Global experts question UK's commitment to tackle climate crisis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,a,a,b
449,902,Clues Point to Climate Change as a Culprit in Gray Whale Deaths,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
450,543,Can Wall Street's Heaviest Hitter Step Up to the Plate on Climate Change?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
451,1318,Police officer charged with assaulting man not wearing mask,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,a,b,a,b
452,693,Can farming hemp help fight climate change?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,a,b
453,605,COVID-19 Has Taken the Wind Out of the Sails on Climate Change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,a,b,b,a,a,a,b
454,667,Paris climate agreement: 54 cities on track to meet targets,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
455,1049,We want real action': young activists aim to fill void on climate with Mock Cop26,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
456,547,This California Law Offers Biden a Tool in the Fight for Environmental Justice,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
457,639,"Biden picks John Kerry as climate czar, Janet Yellen as treasury secretary",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,b,b,b
458,825,"Trans Mountain's profitability depends on climate action, says budget watchdog",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
459,1382,U.K. Authorizes Covid-19 Vaccine From Oxford and AstraZeneca,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,b,b,b
460,579,Nestl CEO: Climate change laggards put the planetand their businessesat risk,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,b,b
461,573,"Blame Climate Change for Historically Warm Fall in Russia's Biggest Cities, Experts Say",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
462,776,Countries must work together to build momentum for global climate action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,b,b,b
463,994,Climate change: UK to end aid for fossil fuel projects abroad,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
464,695,"Faith and the fight against climate change, Part 1",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
465,1009,Corporate obstructionism endangers meaningful climate action  and the stakes couldn't be higher,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,a,a,b
466,1369,Doug Jones to miss defense bill vote after wife's COVID-19 diagnosis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
467,913,Otters Show How Predators Can Blunt Climate Damage,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
468,927,John Kerry vows to treat climate change as 'urgent national security threat' as Joe Biden hands him key role,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
469,645,GOP Control to Linger Over Agency Key to Climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
470,926,"With John Kerry Pick, Biden Selects a 'Climate Envoy' With Stature",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
471,998,Biden Puts White House on Climate War Footing,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
472,665,Walls close in around Morrison on climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,a,a,b,b,a,a,b
473,754,"World is in danger of missing Paris climate target, summit is warned",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
474,647,The politics of climate change are shifting in Colorado,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
475,1367,Nicola Sturgeon hails 'encouraging' coronavirus signs in new Scottish lockdown,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,b,b,b
476,624,Indigenous environmental defender killed in latest Honduras attack,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,b,b,b
477,1122,'Zombie' greenhouse gas lurks in permafrost beneath the Arctic Ocean,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,a,b,b,b,a,a,b
478,969,Not enough' climate ambition shown by leaders,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,a,a,b
479,1029,Animal Movement Data Reveal Effects of Climate Change in Arctic,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,b,b,b
480,598,Biden Picks Gina McCarthy as Domestic Climate Czar,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
481,735,Major climate change measures included in Covid aid bill,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
482,851,Urban wood movement aims to fight climate change and create jobs,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
483,1372,"Op-Ed: In the midst of pandemic, in the midst of divorce, what neighbors share is reassurance",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
484,736,"How homeowners can save energy, money from the feds' climate plan",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,b,b,b
485,1007,World is 'doubling down' on fossil fuels despite climate crisis  UN report,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,a,a,b
486,804,Weatherwatch: the climate of the Leeward Islands,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
487,709,"With historic picks, Biden puts environmental justice front and center",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,b,b,b
488,1268,"Despite less testing, new COVID-19 cases continue to rise",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,b,a,b
489,1069,Wasserman Schultz makes climate pitch in Appropriations gavel bid,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
490,586,"Arctic's Shift to a Warmer Climate Is 'Well Underway, Scientists Warn",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
491,1265,Gov. Cooper extends eviction moratorium in NC amid surging COVID cases statewide,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
492,996,"Joe Biden's 2020 policies: the President-elect's views on Covid, immigration and the environment",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
493,775,"Trump slams the Paris climate accord at the G20 Summit, saying it was 'designed to kill the American economy'",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,b,b,b,a,a,a
494,1370,"Vaccines still ""on the road"" as U.S. fails to meet year-end targets",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,b,a,a,b
495,568,The Goldman environmental prize winners 2020  in pictures,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
496,516,Half of child psychiatrists surveyed say patients have environment anxiety,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,a,b
497,1015,Eastern Countries Hold Out for More Cash on EU Climate Deal,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
498,751,How Joe Biden plans to use executive powers to fight climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
499,564,Hundreds of young activists hold 'Mock COP' to fight for climate change action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
