,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
84,3687,user: Drat forgot to sign.  You blanked my talk page and asked if I don't like K's?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,c,c,c,a,c,c,a,c,b,b
85,756,"user: Having said that, I don't want to drive anyone away just because they can't write well. The question is, where do you begin?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,a,a,a,a,a,c,b,a,b,b,b
86,1487,"user: Just FYI, I have decided to be <url> and remove the screenshot at the top of the article.  There is already a link to a mirror of goatse.cx in external links, so why force readers to look at that?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,a,a,a,a,a,c,c,c,c,a,b
87,3853,user: Your early edit's clearly indicate that you were not a newbie. How do explain this?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,a,b,a,b,a,c,a,a,b,b,b
88,1323,user: Links to attack sites and so are not allowed. You must know that you violated BLP?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,c,c,a,a,c,c,a,c,c,b
89,662,"user: Thanks; I expected a decline, despite my extensive comments at <url>. As there is nothing more to this article than listings of bylines in non-notable publications, minor book acknowledgments, uncredited movie extra roles, blog comments, paid directory listings, and unsubstantiated claims about wildly over-the-top PR accomplishments, what exactly do you consider to be the examples of ""credible notability""?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,a,b,c,c,a,c,a,a,b,b,b
90,3509,user: Because Wikipedia is an encylopaedia not a free advertising and self promotion venue. Why do you keep abusing it?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,c,c,a,a,c,c,c,c,c,b
91,3717,"user: Unfortunately I think <url> may also add that material; I am not familiar with Citizendum, though, but I will look at it. If Citizendum has the same policies regarding primary, secondary, and tertiary sources, then why not criticize both Wikipedia and Citizendum?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,b,a,b,a,c,a,a,b,b,b
92,747,"user: Please explain why you continue to <url> <url> <url> over the folk magic/Christian revivalist wording in the lede despite the clear consensus against you.  You have not gained any favorable comments for your position in the RFC (which in fact is about the treasure seeking sentence you want to add and not about rewording or removing the existing sentence), so on what basis do you claim preeminence for your preferred wording, or for removing the sentences completely?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,c,a,c,a,a,c,a,b
93,296,"user: The flag ""visible=yes"" means a comment on the page is made visible, not that the page is visible in search engines. Why did you remove flag?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,b,b,b,a,c,c,a,b,a,b
94,2997,user: Just move <url> to <url>. And shouldn't the clean-up parameter be added to <url> also to make it work?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,b,a,b,a,c,b,a,b,a,c
95,2739,"user: Umm... isn't the template page itself semi-protected? If so, then shouldn't it be in the category?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,a,b,a,b,a,c,c,a,b,b,c
96,2052,"user: Wait a minute! I've done plenty of good edits, where did they all go?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,c,c,c,c,a,c,c,a,b,b,b
97,1660,user: Sorry Less? What is that last postdirected at?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,a,a,c,a,c,c,c,b,b,b
98,3055,user: How many times do I have to revert you before you stop? Do you want to get blocked?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,c,c,c,c,a,c,a,a,c,c,c
99,1184,user: Based on what? Don't you think a little discussion is in order before doing this?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,a,a,b,a,c,a,c,c,a,b,a,b
100,3516,"user: I advance (Ultra-Orthodox) Rabbi Dr Mordechai Halperin, (Ultra-Orthodox), Rabbi Gershon Winkler, (Conservative) Rabbi Elliot Dorff, to you, for example, that the Torah and Talmud only forbids anal sex. Now explain exactly what division of Judaism is left, for you to claim your view fairly represents?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,c,a,c,a,a,c,a,c
101,1730,"user: You reverted my removal of the ""to critical acclaim"" description from this article. I cannot see where in <url> there is a basis for that claim -  it looks like a neutral factual review to me?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,a,b,a,a,a,c,b,a,b,b,b
102,902,"user: Maybe others haven't noticed - or are too busy.  If you are thinking what I'm thinking, why am I reverting so many of your edits?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,c,a,c,c,a,b,b,b
103,2686,user: When you deleted <url> did you accidentally overlook the <person> template? Or do you have some reason for ignoring it?,-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,b,a,a,a,c,c,a,a,b,b
104,3601,"user: I do not, nor have I ever used other accounts on Wikipedia. Didn't you ask me this before?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,c,c,c,a,a,c,c,c,b,b,b
105,1811,"user: One more thing, you have a fellow Budgie insisting a losing appearance in an FA Cup semi is an ""Honour"" for your club.  I guess it's because you haven't won much lately, but really, a losing semi-finalist isn't an honour in the real sense of the word, is it?",-1,"

Based on formal workplace social norms, which of the following best describes the above conversation? 
A: Polite
B: Neutral
C: Impolite

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,c,c,c,b,a,c,c,c,c,b,a
